epoch,train loss,reg loss,train acc,test loss,test acc
0,1.9066756616285698,0.0,33.46162414550781,1.9812892542945013,34.349998474121094
1,1.6669993391588105,0.0,45.97943115234375,1.2683362166086833,59.04999923706055
2,1.487843559914498,0.0,52.699710845947266,1.027006579167915,65.77999877929688
3,1.397778145931474,0.0,56.14313507080078,0.930858106926234,70.98999786376953
4,1.225769905289214,0.0,61.438499450683594,1.0142375381305964,66.66999816894531
5,1.1867308700504016,0.0,62.30841064453125,1.025698138607873,64.30999755859375
6,1.0983029460188132,0.0,65.09312438964844,0.9374865437998916,71.93000030517578
7,1.0307871645419442,0.0,66.35314178466797,0.9557543487259836,70.02999877929688
8,0.9510501692043477,0.0,68.80525207519531,0.9643040076650754,70.88999938964844
9,0.9164684822211913,0.0,69.10234832763672,0.8334962466750482,75.27999877929688
10,0.8730362098121164,0.0,70.24520874023438,0.9023317544147221,71.76000213623047
11,0.8637360461692715,0.0,69.58770751953125,0.8463670177893206,74.83000183105469
12,0.821242718391083,0.0,71.32177734375,0.9044764782443191,74.62000274658203
13,0.7840468241042228,0.0,72.50151824951172,0.7734432039838849,77.16999816894531
14,0.7863524759085334,0.0,72.1278305053711,0.761481878131327,79.11000061035156
15,0.7711434105233331,0.0,72.1224594116211,0.8930734931820571,73.54000091552734
16,0.7354581311120459,0.0,73.33585357666016,0.9485093680295077,74.05000305175781
17,0.7170312310283508,0.0,73.9768295288086,1.0373265339870645,69.9800033569336
18,0.6896421295314578,0.0,75.47538757324219,0.8110804003898544,77.51000213623047
19,0.6709765148672027,0.0,75.85608673095703,0.7595288904026302,79.18000030517578
20,0.6653795152453322,0.0,75.88751220703125,0.7680677181542522,77.43000030517578
21,0.6619061905535022,0.0,75.26363372802734,0.7804795094210693,77.5199966430664
22,0.6352650814469735,0.0,77.02265167236328,0.7126770037593264,80.73999786376953
23,0.6456301070787199,0.0,76.0925064086914,0.7465000489745477,79.04000091552734
24,0.6075275198149321,0.0,77.80908203125,0.7515655159950256,80.79000091552734
25,0.6021217703444874,0.0,78.14067077636719,0.667335511759074,83.0
26,0.6120192327691083,0.0,77.18204498291016,0.8981739174235951,74.93000030517578
27,0.5707311794236677,0.0,79.37700653076172,0.7770488478920676,77.33000183105469
28,0.5963166061058716,0.0,77.78775787353516,0.7422755432851387,79.9000015258789
29,0.5879878606179252,0.0,78.52034759521484,0.7203564860604026,81.68000030517578
30,0.5734157590335937,0.0,79.33063507080078,0.9008632892310017,76.0
31,0.583423725137459,0.0,78.22901153564453,0.8679586612817013,75.7300033569336
32,0.6048208877968428,0.0,77.34398651123047,0.8546513409325571,76.7699966430664
33,0.5817985955120331,0.0,78.37419128417969,0.602655830708417,84.05999755859375
34,0.5760845436372949,0.0,79.06002807617188,0.5244052340888014,86.2699966430664
35,0.5620323594790607,0.0,79.83413696289062,0.5774086313416259,86.45999908447266
36,0.5734292406907033,0.0,79.02403259277344,0.8382499795971494,76.38999938964844
37,0.5867136650199267,0.0,78.31838989257812,0.7302202413780521,81.26000213623047
38,0.5928991153162328,0.0,78.32101440429688,0.7951347451619427,79.98999786376953
39,0.5812416905584048,0.0,78.90312194824219,0.6652436412946142,84.0
40,0.5949777611835518,0.0,77.77401733398438,0.6243745991677949,84.83000183105469
41,0.5695857730268234,0.0,79.19159698486328,0.869800440590791,78.98999786376953
42,0.5682674541545274,0.0,79.40675354003906,0.7984429092118235,79.05999755859375
43,0.5683624647819816,0.0,79.13668060302734,0.6690352038301602,82.98999786376953
44,0.5669721658130986,0.0,79.51235961914062,0.7374527761430452,81.20999908447266
45,0.5539393405144538,0.0,80.39128112792969,0.635320555080067,82.86000061035156
46,0.596767726742742,0.0,78.01428985595703,0.6827040838472771,82.22000122070312
47,0.5889185714961296,0.0,78.62911224365234,0.6073280160475258,84.48999786376953
48,0.5867419373899249,0.0,78.86222839355469,0.7624875879046893,80.22000122070312
49,0.5740227312897918,0.0,79.1639175415039,0.6577024002267857,82.18000030517578
50,0.5643146126039663,0.0,80.0066146850586,0.5999441288336359,86.12000274658203
